id,word,reading,meaning,meaningZh,image_review,image_type,visual_domain,image_query_en
n2_04303,引っ繰り返る,ひっくりかえる,"to be overturned,to be upset,to topple over,to be reversed",翻转;颠倒,NO PICTURE,person_action_scene,action_state,person being overturned
n2_04304,引っ込む,ひっこむ,"to draw back,to sink,to cave in",后退,NO PICTURE,person_action_scene,action_state,person drawwing back
n2_04305,引出す,ひきだす,"to pull out,to take out,to draw out,to withdraw",拉出、取出,NO PICTURE,person_action_scene,action_state,person pulling out
n2_04308,引受る,ひきうける,"to undertake,to take up,to take over",接手,NO PICTURE,person_action_scene,action_state,person undertaking
n2_04311,引返す,ひきかえす,"to repeat,to send back,to bring back",返回,NO PICTURE,person_action_scene,action_state,person repeating
n2_04313,張り切る,はりきる,"to be in high spirits,to be full of vigor",充满干劲,NO PICTURE,person_action_scene,action_state,person being in high spirits
n2_04322,彫る,ほる,"to carve,to engrave,to sculpture,to chisel",雕刻,NO PICTURE,person_action_scene,action_state,person carving
n2_04329,待ち合わせる,まちあわせる,"to rendezvous,to meet at a prearranged place and time",约定见面,NO PICTURE,person_action_scene,action_state,person rendezvousing
n2_04342,心得る,こころえる,"to be informed,to have thorough knowledge",彻底了解,NO PICTURE,person_action_scene,action_state,person being informed
n2_04345,応ずる,おうずる,"to answer,to respond,to meet,to satisfy,to accept",回应、接受,NO PICTURE,person_action_scene,action_state,person answerring
n2_04351,思いっ切り,おもいっきり,to one's heart's content | as much as one wants | as hard as one can,尽全力,NO PICTURE,person_action_scene,action_state,person one'sing heart's content
n2_04352,思い付く,おもいつく,"to think of,to hit upon",想到；突然想起,NO PICTURE,person_action_scene,action_state,person thinking of
n2_04354,思い込む,おもいこむ,"to be under impression that,to be convinced that",确信,NO PICTURE,person_action_scene,action_state,person being under impression that
n2_04355,怠る,おこたる,"to neglect,to be off guard,to be feeling better",疏忽,NO PICTURE,person_action_scene,action_state,person neglecting
n2_04363,恨む,うらむ,"to curse,to feel bitter",怀恨,NO PICTURE,person_action_scene,action_state,person cursing
n2_04365,恵まれる,めぐまれる,"to be blessed with,to be rich in",富有,NO PICTURE,person_action_scene,action_state,person being blessed with
n2_04367,悔やむ,くやむ,to mourn,悔恨,NO PICTURE,person_action_scene,action_state,person mourning
n2_04372,感ずる,かんずる,"to feel,to sense",感到,NO PICTURE,person_action_scene,action_state,person feeling
n2_04375,慰める,なぐさめる,"to comfort,to console",安慰,NO PICTURE,person_action_scene,action_state,person comforting
n2_04377,慶ぶ,よろこぶ,to be delighted | to be glad | to be pleased,感到高兴,NO PICTURE,person_action_scene,action_state,person being delighted
n2_04379,憎む,にくむ,"to hate,to detest",讨厌,NO PICTURE,person_action_scene,action_state,person hating
n2_04381,憧れる,あこがれる,"to long for,to yearn after,to admire",向往,NO PICTURE,person_action_scene,action_state,person longing for
n2_04387,扇ぐ,あおぐ,"to fan,to flap",煽动,NO PICTURE,person_action_scene,action_state,person fanning
n2_04398,打ち消す,うちけす,"to deny,to negate,to contradict",否认,NO PICTURE,person_action_scene,action_state,person denying
n2_04400,払い戻す,はらいもどす,"to repay,to pay back",偿还,NO PICTURE,person_action_scene,action_state,person repaying
n2_04401,払い込む,はらいこむ,"to deposit,to pay in",支付,NO PICTURE,person_action_scene,action_state,person depositting
n2_04402,承る,うけたまわる,"(hum) to hear,to be told,to know",听取、拜听,NO PICTURE,person_action_scene,action_state,person hearing
n2_04405,押える,おさえる,"to stop,to restrain,to seize,to repress,to suppress,to press down",按住、抑制,NO PICTURE,person_action_scene,action_state,person stopping
n2_04407,担ぐ,かつぐ,"to shoulder,to carry on shoulder",扛、担,NO PICTURE,person_action_scene,action_state,person shoulderring
n2_04408,拝む,おがむ,"to worship,to beg,to make a supplication",祈祷；乞求,NO PICTURE,person_action_scene,action_state,person worshipping
n2_04413,拭く,ふく,"to wipe,to dry",擦拭,NO PICTURE,person_action_scene,action_state,person wiping
n2_04416,挙げる,あげる,"to raise,to fly",列举,NO PICTURE,person_action_scene,action_state,person raising
n2_04417,挟まる,はさまる,"to get between,to be caught in",被夹住,NO PICTURE,person_action_scene,action_state,person getting between
n2_04418,挟む,はさむ,"to interpose,to hold between,to insert",夹住,NO PICTURE,person_action_scene,action_state,person interposing
n2_04420,振舞う,ふるまう,"to behave,to conduct oneself,to entertain (vt)",举止;招待,NO PICTURE,person_action_scene,action_state,person behaving
n2_04421,挿す,さす,"to insert,to put in,to graft,to wear in belt",插入、插上,NO PICTURE,person_action_scene,action_state,person inserting
n2_04422,捕える,とらえる,"to seize,to grasp,to capture,to arrest",抓住、捕捉,NO PICTURE,person_action_scene,action_state,person seizing
n2_04423,捕る,とる,"to take,to catch (fish),to capture",捕捉,NO PICTURE,person_action_scene,action_state,person taking
n2_04424,捜す,さがす,"to search,to seek,to look for",寻找、搜寻,NO PICTURE,person_action_scene,action_state,person searching
n2_04425,捩る,ねじる,to twist,扭转,NO PICTURE,person_action_scene,action_state,person twisting
n2_04426,捻る,ひねる,"to turn (a switch) on or off,to twist,to puzzle over",拧动开关；扭；困惑,NO PICTURE,person_action_scene,action_state,person turning on or off
n2_04427,掃く,はく,"to sweep,to brush,to gather up",扫除,NO PICTURE,person_action_scene,action_state,person sweeping
n2_04429,掘る,ほる,"to dig,to excavate",挖掘,NO PICTURE,person_action_scene,action_state,person digging
n2_04431,採る,とる,"(1) to adopt (measure, proposal),(2) to pick (fruit)",采纳；采摘,NO PICTURE,person_action_scene,action_state,person adopting (measure
n2_04433,探る,さぐる,"to search,to look for,to sound out",探寻、试探,NO PICTURE,person_action_scene,action_state,person searching
n2_04434,接する,せっする,"to come in contact with,to connect,to attend,to receive",接触、接待,NO PICTURE,person_action_scene,action_state,person coming in contact with
n2_04438,掻く,かく,"to scratch,to perspire",抓挠;出汗,NO PICTURE,person_action_scene,action_state,person scratching
n2_04439,揃う,そろう,"to become complete,to be equal,to be all present,to gather",齐全、聚齐,NO PICTURE,person_action_scene,action_state,person becoming complete
n2_04440,揃える,そろえる,"to put things in order,to arrange,to make uniform,to get something ready",整理；准备,NO PICTURE,person_action_scene,action_state,person putting things in order
n2_04441,揉む,もむ,"to rub,to crumple (up),to wrinkle",揉;按摩,NO PICTURE,person_action_scene,action_state,person rubbing
n2_04442,揚げる,あげる,"to lift,to fry",油炸,NO PICTURE,person_action_scene,action_state,person lifting
n2_04446,撒く,まく,"to scatter,to sprinkle,to sow",撒,NO PICTURE,person_action_scene,action_state,person scatterring
n2_04447,撫でる,なでる,"to brush gently,to stroke",抚摸,NO PICTURE,person_action_scene,action_state,person brushing gently
n2_04449,擦る,こする,"to rub,to chafe,to file,to frost (glass),to strike (match)",擦拭；刮,NO PICTURE,person_action_scene,action_state,person rubbing
n2_04451,改める,あらためる,"to change,to alter,to reform,to revise",改变,NO PICTURE,person_action_scene,action_state,person changing
n2_04455,攻める,せめる,"to attack,to assault",攻击；袭击,NO PICTURE,person_action_scene,action_state,person attacking
n2_04456,放る,ほうる,to let go,抛;放任,NO PICTURE,person_action_scene,action_state,person letting go
n2_04457,放れる,はなれる,"to leave,to get free,to cut oneself off",挣脱；释放,NO PICTURE,person_action_scene,action_state,person leaving
n2_04459,教わる,おそわる,to be taught,被教导,NO PICTURE,person_action_scene,action_state,person being taught
n2_04461,散らかす,ちらかす,"to scatter around,to leave untidy",弄乱,NO PICTURE,person_action_scene,action_state,person scatterring around
n2_04462,散らかる,ちらかる,"to be in disorder,to lie scattered around",散乱,NO PICTURE,person_action_scene,action_state,person being in disorder
n2_04463,散らす,ちらす,"to scatter,to disperse,to distribute",散开,NO PICTURE,person_action_scene,action_state,person scatterring
n2_04464,散る,ちる,"to fall,to scatter (e.g. blossoms)",散落；消散,NO PICTURE,person_action_scene,action_state,person falling
n2_04465,敬う,うやまう,"to show respect,to honour",尊敬；崇拜,NO PICTURE,person_action_scene,action_state,person showwing respect
n2_04467,整う,ととのう,"to be prepared,to be in order,to be put in order,to be arranged",准备,NO PICTURE,person_action_scene,action_state,person being prepared
n2_04470,敷く,しく,"to spread out,to lay out",铺开,NO PICTURE,person_action_scene,action_state,person spreading out
n2_04479,斬る,きる,"(v5r) to behead,to murder",斩杀,NO PICTURE,person_action_scene,action_state,person beheading
n2_04502,映す,うつす,"to project,to reflect,to cast (shadow)",反射,NO PICTURE,person_action_scene,action_state,person projecting
n2_04503,映る,うつる,"to be reflected,to harmonize with,to come out (photo)",反射；显示,NO PICTURE,person_action_scene,action_state,person being reflected
n2_04508,暖まる,あたたまる,"to warm up,to get warm",变暖,NO PICTURE,person_action_scene,action_state,person warming up
n2_04509,暖める,あたためる,"to warm,to heat",加热,NO PICTURE,person_action_scene,action_state,person warming
n2_04510,暴れる,あばれる,"to act violently,to rage,to struggle,to be riotous",暴动,NO PICTURE,person_action_scene,action_state,person acting violently
n2_04511,曲げる,まげる,"to bend,to crook,to lean",弯曲,NO PICTURE,person_action_scene,action_state,person bending
n2_04513,更ける,ふける,"to get late,to advance,to wear on",变晚,NO PICTURE,person_action_scene,action_state,person getting late
n2_04542,枯れる,かれる,"to wither,to die (plant),to be blasted (plant)",枯萎,NO PICTURE,person_action_scene,action_state,person witherring
n2_04551,棄てる,すてる,to throw away | to cast away | to dump,丢弃,NO PICTURE,person_action_scene,action_state,person throwwing away
n2_04565,次ぐ,つぐ,"to rank next to,to come after",跟随,NO PICTURE,person_action_scene,action_state,person ranking next to
n2_04578,殖える,ふえる,"to increase,to multiply",增加,NO PICTURE,person_action_scene,action_state,person increasing
n2_04579,殖やす,ふやす,"to increase,to add to,to augment",增加,NO PICTURE,person_action_scene,action_state,person increasing
n2_04589,気を付ける,きをつける,"to be careful,to pay attention,to take care",注意,NO PICTURE,person_action_scene,action_state,person being careful
n2_04604,汚す,よごす,"(1) to disgrace,to dishonour,(2) to pollute,to contaminate,to soil,to make dirty,to stain",弄脏,NO PICTURE,person_action_scene,action_state,person disgracing
n2_04605,汲む,くむ,"(1) to draw (water),to dip,to scoop,to pump",汲水,NO PICTURE,person_action_scene,action_state,person drawwing
n2_04607,治す,なおす,"to cure,to heal,to fix,to correct,to repair",治愈,NO PICTURE,person_action_scene,action_state,person curing
n2_04608,治める,おさめる,"(1) to govern,to manage,(2) to subdue",治理,NO PICTURE,person_action_scene,action_state,person governing
n2_04609,泊める,とめる,"to give shelter to,to lodge",住宿,NO PICTURE,person_action_scene,action_state,person giving shelter to
n2_04611,注す,さす,"to pour (drink),to serve (drinks)",注,NO PICTURE,person_action_scene,action_state,person pouring
n2_04621,流行る,はやる,"to flourish,to thrive,to be popular,to come into fashion",流行,NO PICTURE,person_action_scene,action_state,person flourishing
n2_04622,浮かべる,うかべる,"to float,to express,to look (sad, glad)",浮出,NO PICTURE,person_action_scene,action_state,person floating
n2_04623,浮く,うく,"to float,to become merry,to become loose",浮,NO PICTURE,person_action_scene,action_state,person floating
n2_04624,浮ぶ,うかぶ,"to float,to rise to surface,to come to mind",浮,NO PICTURE,person_action_scene,action_state,person floating
n2_04628,浸ける,つける,"to dip in,to soak",浸泡,NO PICTURE,person_action_scene,action_state,person dipping in
n2_04635,涼む,すずむ,"to cool oneself,to cool off,to enjoy evening cool",降温；消暑；享受凉爽,NO PICTURE,person_action_scene,action_state,person cooling oneself
n2_04637,深まる,ふかまる,"to deepen,to heighten,to intensify",加深,NO PICTURE,person_action_scene,action_state,person deepenning
n2_04639,混ざる,まざる,"to be mixed,to be blended with,to associate with,to mingle with,to join",混合,NO PICTURE,person_action_scene,action_state,person being mixed
n2_04640,混じる,まじる,"to be mixed,to be blended with,to associate with",混合,NO PICTURE,person_action_scene,action_state,person being mixed
n2_04641,混ぜる,まぜる,"to mix,to stir",混合；搅拌,NO PICTURE,person_action_scene,action_state,person mixxing
n2_04644,清む,すむ,"to become clear (water, air, etc.) | to become transparent | to resonate clearly (e.g. voice)",清澈,NO PICTURE,person_action_scene,action_state,person becoming clear (water
n2_04646,清書,せいしょ,clean copy,清书,NO PICTURE,person_action_scene,action_state,person cleaning copy
n2_04647,渇く,かわく,to be thirsty,口渴,NO PICTURE,person_action_scene,action_state,person being thirsty
n2_04651,測る,はかる,"to measure,to weigh,to survey",测量、称重、调查,NO PICTURE,person_action_scene,action_state,person measuring
n2_04654,湧く,わく,"to boil,to grow hot,to get excited,to gush forth",涌出；沸腾；激动；涌现,NO PICTURE,person_action_scene,action_state,person boiling
n2_04657,湿る,しめる,"to be wet,to become wet,to be damp",潮湿,NO PICTURE,person_action_scene,action_state,person being wet
n2_04662,溜まる,たまる,"to collect,to gather,to save",积攒、堆积,NO PICTURE,person_action_scene,action_state,person collecting
n2_04663,溜める,ためる,"to amass,to accumulate",积攒,NO PICTURE,person_action_scene,action_state,person amassing
n2_04665,溶かす,とかす,"to melt,to dissolve",融化,NO PICTURE,person_action_scene,action_state,person melting
n2_04666,溶く,とく,to dissolve (paint),溶解,NO PICTURE,person_action_scene,action_state,person dissolving
n2_04667,溶ける,とける,"to melt,to thaw,to fuse,to dissolve",融化,NO PICTURE,person_action_scene,action_state,person melting
n2_04668,溶け込む,とけこむ,to melt into,融入,NO PICTURE,person_action_scene,action_state,person melting into
n2_04677,潜る,もぐる,"(1) to drive,to pass through,(2) to evade,to hide,(3) to dive (into or under water),to go undergroun",潜入；躲避；潜水,NO PICTURE,person_action_scene,action_state,person driving
n2_04678,潰す,つぶす,"to smash,to waste",粉碎,NO PICTURE,person_action_scene,action_state,person smashing
n2_04679,潰れる,つぶれる,"to be smashed,to go bankrupt",崩溃；破产,NO PICTURE,person_action_scene,action_state,person being smashed
n2_04680,澄む,すむ,"to clear (e.g. weather),to become transparent",清澈,NO PICTURE,person_action_scene,action_state,person clearing
n2_04682,濁る,にごる,"to become muddy,to get impure",浑浊,NO PICTURE,person_action_scene,action_state,person becoming muddy
n2_04684,濡らす,ぬらす,"to wet,to soak,to dip",湿润,NO PICTURE,person_action_scene,action_state,person wetting
n2_04693,炊く,たく,"to boil,to cook",煮；烹饪,NO PICTURE,person_action_scene,action_state,person boiling
n2_04695,炒る,いる,to roast | to parch | to toast,烘烤,NO PICTURE,person_action_scene,action_state,person roasting
n2_04698,点く,つく,"to catch fire,(electricity) comes on",点亮；点燃；通电,NO PICTURE,person_action_scene,action_state,person catching fire
n2_04699,点ける,つける,"to turn on,to switch on,to light up",打开电器,NO PICTURE,person_action_scene,action_state,person turning on
n2_04701,為す,なす,"to accomplish,to do",做,NO PICTURE,person_action_scene,action_state,person accomplishing
n2_04703,焚く,たく,"to burn,to kindle,to build a fire",生火、焚烧,NO PICTURE,person_action_scene,action_state,person burning
n2_04708,焦がす,こがす,"to burn,to scorch,to singe,to char",烤焦、烧焦,NO PICTURE,person_action_scene,action_state,person burning
n2_04709,焦げる,こげる,"to burn,to be burned",烤焦、烧焦,NO PICTURE,person_action_scene,action_state,person burning
n2_04712,煎る,いる,"to parch,to fry",煎烤,NO PICTURE,person_action_scene,action_state,person parching
n2_04715,照らす,てらす,"to shine on,to illuminate",照亮；照射,NO PICTURE,person_action_scene,action_state,person shining on
n2_04716,照る,てる,to shine,发光,NO PICTURE,person_action_scene,action_state,person shining
n2_04717,煮える,にえる,"to boil,to cook,to be cooked",煮熟,NO PICTURE,person_action_scene,action_state,person boiling
n2_04718,煮る,にる,"to boil,to cook",煮,NO PICTURE,person_action_scene,action_state,person boiling
n2_04720,熱する,ねっする,to heat,加热,NO PICTURE,person_action_scene,action_state,person heating
n2_04721,燃やす,もやす,to burn,使燃烧、点燃,NO PICTURE,person_action_scene,action_state,person burning
n2_04724,片付く,かたづく,"to put in order,to dispose of,to solve",整理,NO PICTURE,person_action_scene,action_state,person putting in order
n2_04726,片寄る,かたよる,"to be one-sided,to incline,to be partial",倾斜；偏重,NO PICTURE,person_action_scene,action_state,person being one-sided
n2_04733,物語る,ものがたる,"to tell,to indicate",讲述,NO PICTURE,person_action_scene,action_state,person telling
n2_04741,狙う,ねらう,to aim at,瞄准,NO PICTURE,person_action_scene,action_state,person aiming at
n2_04751,甘やかす,あまやかす,"to pamper,to spoil",纵容,NO PICTURE,person_action_scene,action_state,person pamperring
n2_04753,生える,はえる,"(1) to grow,to spring up,(2) to cut (teeth)",生长,NO PICTURE,person_action_scene,action_state,person growwing
n2_04756,生ずる,しょうずる,"to cause,to arise,to be generated",产生,NO PICTURE,person_action_scene,action_state,person causing
n2_04757,生る,なる,to bear fruit,结果,NO PICTURE,person_action_scene,action_state,person bearing fruit
n2_04769,留まる,とどまる,"(1) to be fixed,(2) to abide,to stay (in the one place)",停止,NO PICTURE,person_action_scene,action_state,person being fixed
n2_04771,略す,りゃくす,to abbreviate,简略,NO PICTURE,person_action_scene,action_state,person abbreviating
n2_04773,畳む,たたむ,to fold (clothes),折叠,NO PICTURE,person_action_scene,action_state,person folding
n2_04774,発つ,たつ,"to depart (on a plane, train, etc.)",出发,NO PICTURE,person_action_scene,action_state,person departing (on a plane
n2_04788,盛る,もる,"(1) to serve (food, etc.),(2) to fill up,(3) to prescribe",上菜；填满；开方,NO PICTURE,person_action_scene,action_state,person serving (food
n2_04793,目指す,めざす,"to aim at,to have an eye on",瞄准；瞄准目标；朝向,NO PICTURE,person_action_scene,action_state,person aiming at
n2_04795,目立つ,めだつ,"to be conspicuous,to stand out",显眼,NO PICTURE,person_action_scene,action_state,person being conspicuous
n2_04816,真似る,まねる,"to mimic,to imitate",模仿,NO PICTURE,person_action_scene,action_state,person mimiccing
n2_04819,着ける,つける,"(1) to attach,to join,to add,to append",附加,NO PICTURE,person_action_scene,action_state,person attaching
n2_04820,着せる,きせる,to put on clothes,给...穿,NO PICTURE,person_action_scene,action_state,person putting on clothes
n2_04822,睨む,にらむ,"to glare at,to scowl at,to keep an eye on",瞪视；怒视；仔细观察,NO PICTURE,person_action_scene,action_state,person glaring at
n2_04833,砕く,くだく,"to break,to smash",打碎、粉碎,NO PICTURE,person_action_scene,action_state,person breaking
n2_04834,砕ける,くだける,"to break,to be broken",破碎、碎裂,NO PICTURE,person_action_scene,action_state,person breaking
n2_04835,破く,やぶく,to tear | to rip,撕裂；撕开,NO PICTURE,person_action_scene,action_state,person tearing
n2_04836,破れる,やぶれる,"to get torn,to wear out",撕裂,NO PICTURE,person_action_scene,action_state,person getting torn
n2_04848,祭る,まつる,"to deify,to enshrine",崇拜；供奉；祈祷,NO PICTURE,person_action_scene,action_state,person deifying
n2_04857,積む,つむ,"to pile up,to stack",堆积起来,NO PICTURE,person_action_scene,action_state,person piling up
n2_04862,突き当たる,つきあたる,"to run into,to collide with",撞上,NO PICTURE,person_action_scene,action_state,person running into
n2_04863,突く,つく,"(1) to thrust,to strike,(2) to poke",刺入,NO PICTURE,person_action_scene,action_state,person thrusting
n2_04864,突っ込む,つっこむ,"to plunge into,to go into deeply",冲入,NO PICTURE,person_action_scene,action_state,person plunging into
n2_04866,立ち止まる,たちどまる,"to stop,to halt,to stand still",停下、止步,NO PICTURE,person_action_scene,action_state,person stopping
n2_04883,納める,おさめる,"to obtain,to reap,to pay,to supply,to accept",获得、收纳、支付,NO PICTURE,person_action_scene,action_state,person obtaining
n2_04896,組み立てる,くみたてる,"to assemble,to set up,to construct",组装；搭建；构建,NO PICTURE,person_action_scene,action_state,person assembling
n2_04899,絞る,しぼる,"to press,to wring,to squeeze",拧干；挤压；榨取,NO PICTURE,person_action_scene,action_state,person pressing
n2_04910,締め切る,しめきる,to shut up,关闭；截止；封锁,NO PICTURE,person_action_scene,action_state,person shutting up
n2_04912,編む,あむ,to knit,编织；编排；编辑,NO PICTURE,person_action_scene,action_state,person knitting
n2_04917,縛る,しばる,"to tie,to bind",系、绑,NO PICTURE,person_action_scene,action_state,person tying
n2_04919,縫う,ぬう,to sew,缝纫；缝补；穿行,NO PICTURE,person_action_scene,action_state,person sewwing
n2_04920,縮む,ちぢむ,"to shrink,to be contracted",收缩,NO PICTURE,person_action_scene,action_state,person shrinking
n2_04921,縮める,ちぢめる,"to shorten,to reduce,to boil down,to shrink",缩短,NO PICTURE,person_action_scene,action_state,person shortenning
n2_04922,縮れる,ちぢれる,"to be wavy,to be curled",卷曲,NO PICTURE,person_action_scene,action_state,person being wavy
n2_04925,繋がる,つながる,"to be tied together,to be connected to,to be related to",连接;关联,NO PICTURE,person_action_scene,action_state,person being tied together
n2_04926,繋げる,つなげる,to connect,连接,NO PICTURE,person_action_scene,action_state,person connecting
n2_04927,纏まる,まとまる,"to be collected,to be settled,to be in order",解决;完成;收集,NO PICTURE,person_action_scene,action_state,person being collected
n2_04928,纏める,まとめる,"to put in order,to collect,to bring to a conclusion",汇总,NO PICTURE,person_action_scene,action_state,person putting in order
n2_04934,羨む,うらやむ,to envy,嫉妒,NO PICTURE,person_action_scene,action_state,person envying
n2_04937,耕す,たがやす,"to till,to plow,to cultivate",耕作,NO PICTURE,person_action_scene,action_state,person tilling
n2_04944,背負う,せおう,"to be burdened with,to carry on back or shoulder",负担,NO PICTURE,person_action_scene,action_state,person being burdened with
n2_04950,腰掛ける,こしかける,to sit (down),坐下,OK,person_action_scene,action_state,person sitting
n2_04951,膨らます,ふくらます,"to swell,to expand,to inflate,to bulge",膨胀;充气,NO PICTURE,person_action_scene,action_state,person swelling
n2_04952,膨らむ,ふくらむ,"to expand,to swell (out),to get big,to become inflated",膨胀,NO PICTURE,person_action_scene,action_state,person expanding
n2_04971,茂る,しげる,"to grow thick,to luxuriate,to be luxurious",茂盛,NO PICTURE,person_action_scene,action_state,person growwing thick
n2_04977,落着く,おちつく,"to calm down,to settle down",冷静下来,NO PICTURE,person_action_scene,action_state,person calming down
n2_04979,著す,あらわす,"to write,to publish",著述、出版,NO PICTURE,person_action_scene,action_state,person writing
n2_04981,蒔く,まく,to sow (seeds),播种,NO PICTURE,person_action_scene,action_state,person sowwing
n2_04983,蒸す,むす,"to steam,to poultice,to be sultry",蒸,NO PICTURE,person_action_scene,action_state,person steaming
n2_04986,蓄える,たくわえる,"to store,to lay in stock",储存,NO PICTURE,person_action_scene,action_state,person storing
n2_04989,薄める,うすめる,"to dilute,to water down",稀释,NO PICTURE,person_action_scene,action_state,person diluting
n2_04995,蘇る,よみがえる,"to be resurrected,to be revived,to be resuscitated,to be rehabilitated",复活,NO PICTURE,person_action_scene,action_state,person being resurrected
n2_05008,被せる,かぶせる,to cover (with something),覆盖,NO PICTURE,person_action_scene,action_state,person coverring
n2_05010,裂く,さく,"to tear,to split",撕裂,NO PICTURE,person_action_scene,action_state,person tearing
n2_05012,裏返す,うらがえす,"to turn inside out,to turn (something) over",翻转；倒转,NO PICTURE,person_action_scene,action_state,person turning inside out
n2_05013,補う,おぎなう,to compensate for,弥补,NO PICTURE,person_action_scene,action_state,person compensating for
n2_05021,見下ろす,みおろす,"to overlook,to command a view of,to look down on something",俯视,NO PICTURE,person_action_scene,action_state,person overlooking
n2_05022,見付かる,みつかる,"to be found,to be discovered",被找到、被发现,NO PICTURE,person_action_scene,action_state,person being found
n2_05023,見付ける,みつける,"to be familiar,to discover,to detect",发现、找到,NO PICTURE,person_action_scene,action_state,person being familiar
n2_05026,見慣れる,みなれる,"to become used to seeing,to be familiar with",变得熟悉,NO PICTURE,person_action_scene,action_state,person becoming used to seeing
n2_05029,見直す,みなおす,"to look again,to get a better opinion of",重新审视,NO PICTURE,person_action_scene,action_state,person looking again
n2_05030,見舞う,みまう,"to ask after (health),to visit",探望、慰问,NO PICTURE,person_action_scene,action_state,person asking after
n2_05031,見送る,みおくる,"(1) to see off,to farewell,(2) to escort,(3) to let pass",送别,NO PICTURE,person_action_scene,action_state,person seeing off
n2_05034,覗く,のぞく,"to peep in,to look in,to peek in,to stick out",偷看,NO PICTURE,person_action_scene,action_state,person peeping in
n2_05044,言い付ける,いいつける,"to tell,to tell on (someone),to order",告诫,NO PICTURE,person_action_scene,action_state,person telling
n2_05045,言い出す,いいだす,"to start talking,to speak,to tell,to propose,to suggest,to break the ice",开始说、提出,NO PICTURE,person_action_scene,action_state,person starting talking
n2_05046,言付ける,ことづける,"to send word,to send a message",传达,NO PICTURE,person_action_scene,action_state,person sending word
n2_05048,討つ,うつ,"to attack,to avenge",攻击,NO PICTURE,person_action_scene,action_state,person attacking
n2_05050,訳す,やくす,to translate,翻译,NO PICTURE,person_action_scene,action_state,person translating
n2_05051,診る,みる,to examine (medical),检查,NO PICTURE,person_action_scene,action_state,person examining
n2_05054,詫びる,わびる,to apologize,道歉,NO PICTURE,person_action_scene,action_state,person apologizing
n2_05055,詰まる,つまる,"to be blocked,to be packed",堵塞,NO PICTURE,person_action_scene,action_state,person being blocked
n2_05056,話し掛ける,はなしかける,"to accost a person,to talk (to someone)",搭话,NO PICTURE,person_action_scene,action_state,person accosting a person
n2_05059,誓う,ちかう,"to swear,to vow,to take an oath,to pledge",发誓,NO PICTURE,person_action_scene,action_state,person swearing
n2_05065,請う,こう,"to ask,to request",请求、乞求,NO PICTURE,person_action_scene,action_state,person asking
n2_05066,論ずる,ろんずる,"to argue,to discuss,to debate",讨论,NO PICTURE,person_action_scene,action_state,person arguing
n2_05083,超える,こえる,"to exceed,to cross over,to cross",超过、过去,NO PICTURE,person_action_scene,action_state,person exceeding
n2_05084,超す,こす,"to cross,to pass,to tide over",超越,NO PICTURE,person_action_scene,action_state,person crossing
n2_05086,足る,たる,"to be sufficient,to be enough",足以,NO PICTURE,person_action_scene,action_state,person being sufficient
n2_05089,跳ねる,はねる,"to jump,to leap",跳跃,NO PICTURE,person_action_scene,action_state,person jumping
n2_05090,跳ぶ,とぶ,"to jump,to fly,to leap",跳跃,OK,person_action_scene,action_state,person jumping
n2_05092,蹴る,ける,to kick,踢,NO PICTURE,person_action_scene,action_state,person kicking
n2_05099,転がす,ころがす,to roll,滚动,NO PICTURE,person_action_scene,action_state,person rolling
n2_05100,転がる,ころがる,"to roll,to tumble",滚动,NO PICTURE,person_action_scene,action_state,person rolling
n2_05101,載せる,のせる,"to place on (something),to take on board,to give a ride",放上、载上,NO PICTURE,person_action_scene,action_state,person placing on
n2_05102,載る,のる,"to appear (in print),to be recorded",载入,NO PICTURE,person_action_scene,action_state,person appearing
n2_05109,近付ける,ちかづける,"to bring near,to put close,to let come near,to associate with",接近,NO PICTURE,person_action_scene,action_state,person bringing near
n2_05110,近寄る,ちかよる,"to approach,to draw near",接近,NO PICTURE,person_action_scene,action_state,person approaching
n2_05111,迫る,せまる,"to draw near,to press",逼近；逼迫,NO PICTURE,person_action_scene,action_state,person drawwing near
n2_05114,追い掛ける,おいかける,"to chase or run after someone,to run down,to pursue",追赶、追逐,NO PICTURE,person_action_scene,action_state,person chasing or run after someone
n2_05115,追い越す,おいこす,"to pass (e.g. car),to outdistance,to outstrip",超越,NO PICTURE,person_action_scene,action_state,person passing
n2_05117,退く,どく,"(1) to retreat,to recede,to withdraw",后退、离开,NO PICTURE,person_action_scene,action_state,person retreating
n2_05118,退ける,どける,"to remove,to take away,to dislodge,to put something out of the way",移开、挪开,NO PICTURE,person_action_scene,action_state,person removing
n2_05123,逃がす,にがす,"to let loose,to set free,to let escape",释放,NO PICTURE,person_action_scene,action_state,person letting loose
n2_05126,透き通る,すきとおる,to be(come) transparent,透明,NO PICTURE,person_action_scene,action_state,person being transparent
n2_05128,這う,はう,"to creep,to crawl",爬行,NO PICTURE,person_action_scene,action_state,person creeping
n2_05129,通ずる,つうずる,to be open (to traffic) | to lead (to) | to connect (to),连接;通达,NO PICTURE,person_action_scene,action_state,person being open
n2_05130,通り掛かる,とおりかかる,to happen to pass by,碰巧路过,NO PICTURE,person_action_scene,action_state,person happenning to pass by
n2_05131,通勤,つうきん,commuting to work,通勤,NO PICTURE,person_action_scene,action_state,person commutinging to work
n2_05142,逸れる,それる,"to stray (turn) from subject,to get lost,to go astray",偏离、走偏,NO PICTURE,person_action_scene,action_state,person straying from subject
