id,jlpt_level,word,reading,image_review,meaning,meaning_zh,meaning_zh_needs_review,meaning_zh_note,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source,meaning_zh_source,meaning_zh_review
n1_00873,N1,剥げる,はげる,NO PICTURE,to come off;to be worn off;to fade;to discolor,,,,Ichidan verb | intransitive verb,to peel off | to come off | to flake off | to be worn off | to fade,scene_image,72,person_action_scene,action_state,person coming off,剥げる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00878,N1,割り込む,わりこむ,,to cut in;to thrust oneself into;to wedge oneself in;to muscle in on;to interrupt;to disturb,,,,Godan verb with 'mu' ending | transitive verb,"to cut into (a line, conversation, etc.) | to force oneself into (e.g. a crowd) | to wedge oneself into | to squeeze oneself into | to intrude on",scene_image,72,person_action_scene,action_state,person cutting in,割り込む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00894,N1,努めて,つとめて,NO PICTURE,make an effort!;work hard!,,,,adverb (fukushi),as much as possible | as far as possible | to the best of one's ability | diligently,scene_image,72,person_action_scene,action_state,person making an effort!,努めて,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00895,N1,励ます,はげます,NO PICTURE,to encourage;to cheer;to raise (the voice),,,,Godan verb with 'su' ending | transitive verb,to encourage | to cheer on | to cheer (someone) up | to raise (one's voice),scene_image,72,person_action_scene,action_state,person encouraging,励ます,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00896,N1,励む,はげむ,NO PICTURE,to be zealous;to brace oneself;to endeavour;to strive;to make an effort,,,,Godan verb with 'mu' ending | intransitive verb,to work hard | to try hard | to strive | to endeavour | to endeavor,scene_image,72,person_action_scene,action_state,person being zealous,励む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00897,N1,労る,いたわる,NO PICTURE,to pity;to sympathize with;to console;to care for;to be kind to,,,,Godan verb with 'ru' ending | transitive verb,to pity | to sympathize with | to sympathise with | to treat with sympathy | to console,scene_image,72,person_action_scene,action_state,person pitying,労る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00910,N1,勝る,まさる,NO PICTURE,to excel;to surpass;to outrival,,,,Godan verb with 'ru' ending | intransitive verb,to excel | to surpass | to exceed | to have an edge | to be superior,scene_image,72,person_action_scene,action_state,person excelling,勝る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00912,N1,募る,つのる,,to invite;to solicit help participation etc,,,,Godan verb with 'ru' ending | intransitive verb | transitive verb,"to become stronger | to grow in intensity | to grow violent | to become worse | to invite contributions, etc.",scene_image,72,person_action_scene,action_state,person inviting,募る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00915,N1,勤まる,つとまる,NO PICTURE,to be fit for;to be equal to;to function properly,,,,Godan verb with 'ru' ending | intransitive verb,to be fit (for a role) | to be qualified (for) | to be equal (to a task) | to be able to fulfill one's duties (as),scene_image,72,person_action_scene,action_state,person being fit for,勤まる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00923,N1,包む,くるむ,NO PICTURE,to be engulfed in;to be enveloped by;to wrap up;to tuck in;to pack;to do up;to cover with;to dress i,,,,Godan verb with 'mu' ending | transitive verb,to wrap up | to pack | to bundle | to do up | to cover,scene_image,72,person_action_scene,action_state,person being engulfed in,包む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00924,N1,化ける,ばける,,to appear in disguise;to take the form of;to change for the worse,,,,Ichidan verb | intransitive verb,"to take the form of (esp. in ref. to a spirit, fox, raccoon dog, etc.) | to assume the shape of | to turn oneself into | to transform oneself into | to disguise oneself (as)",scene_image,72,person_action_scene,action_state,person appearing in disguise,化ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00925,N1,化する,かする,NO PICTURE,to change into;to convert into;to transform;to be reduced;to influence;to improve (someone),,,,suru verb - special class | transitive verb | intransitive verb,to change (into) | to turn (into) | to transform (into) | to become | to influence,scene_image,72,person_action_scene,action_state,person changing into,化する,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00953,N1,危ぶむ,あやぶむ,NO PICTURE,to fear;to have misgivings;to be doubtful;to mistrust,,,,Godan verb with 'mu' ending | transitive verb,to fear | to doubt | to have misgivings about | to worry about | to be anxious about,scene_image,72,person_action_scene,action_state,person fearing,危ぶむ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00956,N1,即する,そくする,NO PICTURE,to conform to;to agree with;to be adapted to;to be based on,,,,suru verb - special class | intransitive verb,to conform to | to agree with | to be adapted to | to be based on,scene_image,72,person_action_scene,action_state,person conforming to,即する,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00979,N1,及ぶ,およぶ,NO PICTURE,to reach;to come up to;to amount to;to befall;to happen to;to extend;to match;to equal,,,,Godan verb with 'bu' ending | intransitive verb,to reach | to amount to | to befall | to happen to | to extend,scene_image,72,person_action_scene,action_state,person reaching,及ぶ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00981,N1,反する,はんする,NO PICTURE,to be inconsistent with;to oppose;to contradict;to transgress;to rebel,,,,suru verb - special class | intransitive verb,to be contrary (to) | to go against | to run counter (to) | to contradict | to be opposite (to),scene_image,72,person_action_scene,action_state,person being inconsistent with,反する,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00990,N1,収まる,おさまる,NO PICTURE,to be obtained;to end;to settle into;to fit into;to be settled;to be paid;to be delivered,,,,Godan verb with 'ru' ending | intransitive verb,"to fit into (a box, frame, category, etc.) | to be contained within | to fall within (e.g. a budget) | to settle down (into) | to be installed (in one's rightful place)",scene_image,72,person_action_scene,action_state,person being obtained,収まる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00998,N1,取り寄せる,とりよせる,,to order;to send away for,,,,Ichidan verb | transitive verb,to order | to send away for | to have (something) sent to one | to pull (something) closer,scene_image,72,person_action_scene,action_state,person orderring,取り寄せる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00999,N1,取り巻く,とりまく,NO PICTURE,to surround;to circle;to enclose,,,,Godan verb with 'ku' ending | transitive verb,to surround | to encircle | to enclose | to fawn over (someone) | to play up to,scene_image,72,person_action_scene,action_state,person surrounding,取り巻く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01001,N1,取り戻す,とりもどす,,to take back;to regain,,,,Godan verb with 'su' ending | transitive verb,to take back | to get back | to regain | to recover | to restore,scene_image,72,person_action_scene,action_state,person taking back,取り戻す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01003,N1,取り扱う,とりあつかう,NO PICTURE,to treat;to handle;to deal in,,,,Godan verb with 'u' ending | transitive verb,"to handle | to operate (a machine, etc.) | to use | to deal with (an issue) | to manage",scene_image,72,person_action_scene,action_state,person treating,取り扱う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01005,N1,取り次ぐ,とりつぐ,NO PICTURE,to act as an agent for;to announce (someone);to convey (a message),,,,Godan verb with 'gu' ending | transitive verb,"to pass on (a message, thoughts, etc.) | to convey | to transmit | to relay | to tell",scene_image,72,person_action_scene,action_state,person acting as an agent for,取り次ぐ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01006,N1,取り混ぜる,とりまぜる,,to mix;to put together,,,,Ichidan verb | transitive verb,to mix | to put together,scene_image,72,person_action_scene,action_state,person mixxing,取り混ぜる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01007,N1,取り立てる,とりたてる,,to collect;to extort;to appoint;to promote,,,,Ichidan verb | transitive verb,to collect (debts) | to dun | to exact | to extort | to appoint,scene_image,72,person_action_scene,action_state,person collecting,取り立てる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01008,N1,取り組む,とりくむ,NO PICTURE,to tackle;to wrestle with;to engage in a bout;to come to grips with,,,,Godan verb with 'mu' ending | intransitive verb,to grapple with | to wrestle with | to engage in a bout | to be matched against | to tackle (e.g. a problem),scene_image,72,person_action_scene,action_state,person tackling,取り組む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01010,N1,取り締まる,とりしまる,NO PICTURE,to manage;to control;to supervise,,,,Godan verb with 'ru' ending | transitive verb,to manage | to control | to supervise | to oversee | to command,scene_image,72,person_action_scene,action_state,person managing,取り締まる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01011,N1,取り調べる,とりしらべる,NO PICTURE,to investigate;to examine,,,,Ichidan verb | transitive verb,to investigate | to examine,scene_image,72,person_action_scene,action_state,person investigating,取り調べる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01012,N1,取り除く,とりのぞく,,to remove;to take away;to set apart,,,,Godan verb with 'ku' ending | transitive verb,to remove | to deinstall | to take away | to set apart,scene_image,72,person_action_scene,action_state,person removing,取り除く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01014,N1,受かる,うかる,NO PICTURE,to pass (examination),,,,Godan verb with 'ru' ending | intransitive verb,to pass (examination),scene_image,72,person_action_scene,action_state,person passing,受かる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01015,N1,受け付ける,うけつける,NO PICTURE,to be accepted;to receive (an application),,,,Ichidan verb | transitive verb,"to accept | to receive (an application) | to take up | to (be able to) take (food, medicine, etc.) | to bear",scene_image,72,person_action_scene,action_state,person being accepted,受け付ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01017,N1,受け入れる,うけいれる,NO PICTURE,to accept;to receive,,,,Ichidan verb | transitive verb,to accept | to receive | to agree,scene_image,72,person_action_scene,action_state,person accepting,受け入れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01019,N1,受け止める,うけとめる,,to catch;to stop the blow;to react to;to take,,,,Ichidan verb | transitive verb,"to catch | to stop the blow | to react to | to take (advice, etc.) | to accept",scene_image,72,person_action_scene,action_state,person catching,受け止める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01020,N1,受け継ぐ,うけつぐ,NO PICTURE,to inherit;to succeed;to take over,,,,Godan verb with 'gu' ending | transitive verb,to inherit | to succeed | to take over,scene_image,72,person_action_scene,action_state,person inheritting,受け継ぐ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01022,N1,口ずさむ,くちずさむ,,to hum something;to sing to oneself,,,,Godan verb with 'mu' ending | transitive verb,to hum (a tune) | to sing to oneself | to croon,scene_image,72,person_action_scene,action_state,person humming something,口ずさむ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01028,N1,召す,めす,,to call;to send for;to put on;to wear;to take (a bath);to ride in;to buy;to eat;to drink;to catch (a,,,,Godan verb with 'su' ending | transitive verb,to call | to summon | to send for | to invite | to eat,scene_image,72,person_action_scene,action_state,person calling,召す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01031,N1,可愛がる,かわいがる,NO PICTURE,to love;to be affectionate,,,,Godan verb with 'ru' ending | transitive verb,to be affectionate to | to treat tenderly | to dote on | to show one's love (for) | to cherish,scene_image,72,person_action_scene,action_state,person loving,可愛がる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01037,N1,叶う,かなう,NO PICTURE,to come true (wish),,,,Godan verb with 'u' ending | intransitive verb,"to come true (of a dream, wish, etc.) | to be realized | to be fulfilled | to be granted | to be answered (of a prayer)",scene_image,72,person_action_scene,action_state,person coming true,叶う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01038,N1,叶える,かなえる,NO PICTURE,to grant (request wish),,,,Ichidan verb | transitive verb,"to grant (request, wish) | to answer (prayer) | to make come true (e.g. a dream) | to realize | to fulfill",scene_image,72,person_action_scene,action_state,person granting,叶える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01040,N1,司る,つかさどる,NO PICTURE,to rule;to govern;to administer,,,,Godan verb with 'ru' ending | transitive verb,to be in charge of | to manage | to direct | to administer | to preside over,scene_image,72,person_action_scene,action_state,person ruling,司る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01047,N1,合わす,あわす,,to join together;to face;to unite;to be opposite;to combine;to connect;to add up;to mix;to match;to,,,,Godan verb with 'su' ending | transitive verb,"to match (rhythm, speed, etc.) | to join together | to unite | to combine | to add up",scene_image,72,person_action_scene,action_state,person joining together,合わす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01057,N1,吊るす,つるす,,to hang,,,,Godan verb with 'su' ending | transitive verb,to hang | to hang up,scene_image,72,person_action_scene,action_state,person hanging,吊るす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01071,N1,名付ける,なづける,NO PICTURE,to name (someone),,,,Ichidan verb | transitive verb,to name | to call | to christen | to term,scene_image,72,person_action_scene,action_state,person naming,名付ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01090,N1,呆れる,あきれる,NO PICTURE,to be amazed;to be shocked,,,,Ichidan verb | intransitive verb,to be amazed | to be shocked | to be astonished | to be astounded | to be disgusted,scene_image,72,person_action_scene,action_state,person being amazed,呆れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01095,N1,告げる,つげる,NO PICTURE,to inform,,,,Ichidan verb | transitive verb,to tell | to inform | to announce | to indicate | to signal,scene_image,72,person_action_scene,action_state,person informing,告げる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01097,N1,呟く,つぶやく,NO PICTURE,to mutter;to murmur,,,,Godan verb with 'ku' ending | transitive verb | intransitive verb,to mutter | to murmur | to grumble | to tweet | to post on Twitter,scene_image,72,person_action_scene,action_state,person mutterring,呟く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01102,N1,呼び止める,よびとめる,,to challenge;to call somebody to halt,,,,Ichidan verb | transitive verb,to (call and) stop | to call (someone) to stop | to hail (e.g. a taxi),scene_image,72,person_action_scene,action_state,person challenging,呼び止める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01107,N1,和らげる,やわらげる,NO PICTURE,to soften;to moderate;to relieve,,,,Ichidan verb | transitive verb,to soften | to moderate | to relieve,scene_image,72,person_action_scene,action_state,person softenning,和らげる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01110,N1,咎める,とがめる,NO PICTURE,to blame;to find fault;to take someone to task;to aggravate (an injury),,,,Ichidan verb | transitive verb,to blame | to reproach | to censure | to rebuke | to reprove,scene_image,72,person_action_scene,action_state,person blaming,咎める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01115,N1,唱える,となえる,,to recite;to chant;to call upon,,,,Ichidan verb | transitive verb,to recite | to chant | to cry | to yell | to shout,scene_image,72,person_action_scene,action_state,person reciting,唱える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01116,N1,唸る,うなる,NO PICTURE,to groan;to moan;to roar;to howl;to growl;to hum;to buzz;to sough,,,,Godan verb with 'ru' ending | intransitive verb,to groan | to moan | to roar | to howl | to growl,scene_image,72,person_action_scene,action_state,person groaning,唸る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01121,N1,問い合わせる,といあわせる,NO PICTURE,to enquire;to seek information,,,,Ichidan verb | transitive verb,to enquire | to inquire | to seek information,scene_image,72,person_action_scene,action_state,person enquiring,問い合わせる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01122,N1,問う,とう,,to ask;to question;to charge (i.e. with a crime);to accuse;without regard to (neg),,,,Godan verb with 'u' ending (special class) | transitive verb,to ask | to inquire | to blame (someone) for | to accuse of | to pursue (question of responsibility),scene_image,72,person_action_scene,action_state,person asking,問う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01126,N1,喋る,しゃべる,NO PICTURE,to talk;to chat;to chatter,,,,Godan verb with 'ru' ending | transitive verb | intransitive verb,to talk | to chat | to chatter,scene_image,72,person_action_scene,action_state,person talking,喋る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01130,N1,営む,いとなむ,,to carry on (e.g. in ceremony);to run a business,,,,Godan verb with 'mu' ending | transitive verb,"to run (a business) | to operate | to conduct | to practice (law, medicine, etc.) | to carry out",scene_image,72,person_action_scene,action_state,person carrying on,営む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01133,N1,嘆く,なげく,NO PICTURE,to sigh;to lament;to grieve,,,,Godan verb with 'ku' ending | transitive verb | intransitive verb,to lament | to grieve | to regret | to deplore,scene_image,72,person_action_scene,action_state,person sighing,嘆く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01135,N1,嘗める,なめる,,to lick;to taste;to experience;to make fun of;to make light of;to put down;to treat with contempt,,,,Ichidan verb | transitive verb,to lick | to lap | to suck | to taste | to experience (esp. a hardship),scene_image,72,person_action_scene,action_state,person licking,嘗める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01139,N1,噛み切る,かみきる,,to bite off;to gnaw through,,,,Godan verb with 'ru' ending | transitive verb,to bite off | to gnaw through,scene_image,72,person_action_scene,action_state,person biting off,噛み切る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01140,N1,噛る,かじる,,to chew;to bite (at);to gnaw;to nibble;to munch;to crunch;to have a smattering of,,,,Godan verb with 'ru' ending | transitive verb,to gnaw | to nibble | to bite | to munch | to crunch,scene_image,72,person_action_scene,action_state,person chewwing,噛る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01145,N1,囀る,さえずる,,to sing;to chirp;to twitter,,,,Godan verb with 'ru' ending | intransitive verb,to sing | to chirp | to twitter,scene_image,72,person_action_scene,action_state,person singing,囀る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01153,N1,図る,はかる,NO PICTURE,to plot;to attempt;to plan;to take in;to deceive;to devise;to design;to refer A to B,,,,Godan verb with 'ru' ending | transitive verb,to plan | to attempt | to devise | to plot | to conspire,scene_image,72,person_action_scene,action_state,person plotting,図る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01154,N1,固める,かためる,,to harden;to freeze;to fortify,,,,Ichidan verb | transitive verb,to harden | to freeze | to strengthen | to solidify | to make (a fist),scene_image,72,person_action_scene,action_state,person hardenning,固める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01183,N1,垂れる,たれる,,to hang;to droop;to drop;to lower;to pull down;to dangle;to sag;to drip;to ooze;to trickle;to leave,,,,Ichidan verb | intransitive verb | transitive verb,to hang | to droop | to dangle | to sag | to lower,scene_image,72,person_action_scene,action_state,person hanging,垂れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01185,N1,埋まる,うずまる,,to be buried;to be surrounded;to overflow;to be filled,,,,Godan verb with 'ru' ending | intransitive verb,to be buried | to be covered | to be surrounded | to overflow | to be crowded,scene_image,72,person_action_scene,action_state,person being buried,埋まる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01186,N1,埋め込む,うめこむ,,to bury,,,,Godan verb with 'mu' ending | transitive verb,to bury | to embed | to implant,scene_image,72,person_action_scene,action_state,person burying,埋め込む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01195,N1,堪える,こたえる,NO PICTURE,to bear;to stand;to endure;to put up with;to support;to withstand;to resist;to brave;to be fit for;t,,,,Ichidan verb | intransitive verb | transitive verb,to bear | to stand | to endure | to put up with | to support,scene_image,72,person_action_scene,action_state,person bearing,堪える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01197,N1,報じる,ほうじる,NO PICTURE,to inform;to report,,,,Ichidan verb | transitive verb | intransitive verb,to report | to inform | to repay | to return | to requite,scene_image,72,person_action_scene,action_state,person informing,報じる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01198,N1,報ずる,ほうずる,NO PICTURE,to inform;to report,,,,Ichidan verb - zuru verb (alternative form of -jiru verbs) | transitive verb | intransitive verb,to report | to inform | to repay | to return | to requite,scene_image,72,person_action_scene,action_state,person informing,報ずる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01202,N1,填まる,はまる,,to get into;to go into;to fit;to be fit for;to suit;to fall into;to plunge into;to be deceived;to be,,,,Godan verb with 'ru' ending | intransitive verb,"to fit | to get into | to go into | to be fitted with (e.g. door with a window) | to be fit for (a job, etc.)",scene_image,72,person_action_scene,action_state,person getting into,填まる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01203,N1,填める,はめる,,to get in;to insert;to put on;to make love,,,,Ichidan verb | transitive verb,to cover | to bury (e.g. one's face in hands) | to submerge | to fill (completely) | to stuff,scene_image,72,person_action_scene,action_state,person getting in,填める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01216,N1,売り出す,うりだす,,to put on sale;to market;to become popular,,,,Godan verb with 'su' ending | transitive verb | intransitive verb,to put on the market | to put out for sale | to put on sale | to begin selling | to market,scene_image,72,person_action_scene,action_state,person putting on sale,売り出す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01268,N1,契る,ちぎる,NO PICTURE,to pledge;to promise;to swear,,,,Godan verb with 'ru' ending,to pledge | to vow | to promise | to swear | to have sexual intercourse (esp. between husband and wife),scene_image,72,person_action_scene,action_state,person pledging,契る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01290,N1,妬む,ねたむ,NO PICTURE,to be jealous;to be envious,,,,Godan verb with 'mu' ending | transitive verb,to be jealous of | to envy | to begrudge,scene_image,72,person_action_scene,action_state,person being jealous,妬む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01323,N1,定まる,さだまる,NO PICTURE,to become settled;to be fixed,,,,Godan verb with 'ru' ending | intransitive verb,to become settled | to be fixed,scene_image,72,person_action_scene,action_state,person becoming settled,定まる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01324,N1,定める,さだめる,NO PICTURE,to decide;to establish;to determine,,,,Ichidan verb | transitive verb,to decide | to determine | to establish | to lay down | to prescribe,scene_image,72,person_action_scene,action_state,person deciding,定める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01329,N1,宛てる,あてる,NO PICTURE,to address,,,,Ichidan verb | transitive verb,to address,scene_image,72,person_action_scene,action_state,person addressing,宛てる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01344,N1,害する,がいする,NO PICTURE,to injure;to damage;to harm;to kill;to hinder,,,,suru verb - special class | transitive verb,to injure | to damage | to harm | to hurt | to kill,scene_image,72,person_action_scene,action_state,person injuring,害する,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01352,N1,寄こす,よこす,,to send;to forward,,,,Godan verb with 'su' ending | transitive verb,to send | to forward | to hand over (e.g. money),scene_image,72,person_action_scene,action_state,person sending,寄こす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01353,N1,寄り掛かる,よりかかる,,to lean against;to recline on;to lean on;to rely on,,,,Godan verb with 'ru' ending | intransitive verb,to lean against | to recline on | to lean on | to rely on | to depend on,scene_image,72,person_action_scene,action_state,person leaning against,寄り掛かる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01361,N1,富む,とむ,NO PICTURE,to be rich;to become rich,,,,Godan verb with 'mu' ending | intransitive verb,to be rich (in) | to abound (in) | to be abundant (in) | to be full (of) | to be rich,scene_image,72,person_action_scene,action_state,person being rich,富む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01365,N1,寝かせる,ねかせる,,to put to bed;to lay down;to ferment,,,,Ichidan verb | transitive verb,"to put to bed | to let sleep | to lay (something) down | to put on its side | to let (money, goods, etc.) lie idle",scene_image,72,person_action_scene,action_state,person putting to bed,寝かせる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01366,N1,察する,さっする,NO PICTURE,to guess;to sense;to presume;to judge;to sympathize with,,,,suru verb - special class | transitive verb,to guess | to sense | to presume | to judge | to sympathize with,scene_image,72,person_action_scene,action_state,person guessing,察する,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01379,N1,対談,たいだん,NO PICTURE,talk;dialogue;conversation,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,talk | dialogue | conversation,scene_image,72,person_action_scene,action_state,person talking,対談,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01390,N1,尊ぶ,たっとぶ,NO PICTURE,to value;to prize;to esteem,,,,Godan verb with 'bu' ending | transitive verb,to value | to prize | to esteem | to respect | to honour,scene_image,72,person_action_scene,action_state,person valuing,尊ぶ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01391,N1,導く,みちびく,NO PICTURE,to be guided;to be shown,,,,Godan verb with 'ku' ending | transitive verb,to guide | to lead | to show the way | to conduct | to derive,scene_image,72,person_action_scene,action_state,person being guided,導く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01405,N1,尽きる,つきる,NO PICTURE,to be used up;to be run out;to be exhausted;to be consumed;to come to an end,,,,Ichidan verb | intransitive verb,to be used up | to be run out | to be exhausted | to be consumed | to come to an end,scene_image,72,person_action_scene,action_state,person being used up,尽きる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01428,N1,嵩む,かさむ,NO PICTURE,to pile up;to increase,,,,Godan verb with 'mu' ending | intransitive verb,to mount up | to pile up | to accumulate | to increase,scene_image,72,person_action_scene,action_state,person piling up,嵩む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01429,N1,嵩張る,かさばる,NO PICTURE,to be bulky;to be unwieldy;to grow voluminous,,,,Godan verb with 'ru' ending | intransitive verb,to be bulky | to be unwieldy | to grow voluminous,scene_image,72,person_action_scene,action_state,person being bulky,嵩張る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01430,N1,工作,こうさく,NO PICTURE,work;construction;handicraft;maneuvering,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,handicraft | work | construction | manufacturing | maneuvering,scene_image,72,person_action_scene,action_state,person working,工作,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01438,N1,差し出す,さしだす,NO PICTURE,to present;to submit;to tender;to hold out,,,,Godan verb with 'su' ending | transitive verb,to hold out | to extend (e.g. a hand) | to present | to submit | to tender,scene_image,72,person_action_scene,action_state,person presenting,差し出す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01439,N1,差し引く,さしひく,NO PICTURE,to deduct,,,,Godan verb with 'ku' ending | transitive verb | intransitive verb,to deduct | to take away | to dock | to discount | to make allowances (for something),scene_image,72,person_action_scene,action_state,person deducting,差し引く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_01440,N1,差し掛かる,さしかかる,NO PICTURE,to come near to;to approach,,,,Godan verb with 'ru' ending | intransitive verb,"to come near (to) | to approach | to be on the verge of | to be about to reach (a stage, period, etc.) | to approach (e.g. a climax)",scene_image,72,person_action_scene,action_state,person coming near to,差し掛かる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
