id,word,reading,meaning,meaningZh,current_review,folder_review,changed
n1_03123,躓く,つまずく,to stumble;to trip,绊倒；踩空,NO PICTURE,NO PICTURE,no
n1_03138,転じる,てんじる,to turn;to shift;to alter;to distract,转移；转变,NO PICTURE,NO PICTURE,no
n1_03163,込める,こめる,to include;to put into,包含；放入,NO PICTURE,NO PICTURE,no
n1_03178,追い出す,おいだす,to expel;to drive out,驱逐；赶走,NO PICTURE,NO PICTURE,no
n1_03179,追い込む,おいこむ,to herd;to corner;to drive,围堵；逼迫,NO PICTURE,NO PICTURE,no
n1_03184,退ける,しりぞける,to repel;to drive away,排斥；驱赶,NO PICTURE,NO PICTURE,no
n1_03190,逃げ出す,にげだす,to run away;to escape from,逃跑；逃离,NO PICTURE,NO PICTURE,no
n1_03195,逆上る,さかのぼる,to go back;to go upstream;to make retroactive,逆流而上；追溯,NO PICTURE,NO PICTURE,no
n1_03202,通りかかる,とおりかかる,to happen to pass by,路经；偶然经过,NO PICTURE,NO PICTURE,no
n1_03206,造る,つくる,to make;to create;to manufacture;to draw up;to write;to compose;to build;to coin;to cultivate;to org,制作；创造,NO PICTURE,NO PICTURE,no
n1_03207,連なる,つらなる,to extend;to stretch out;to stand in a row,连续,NO PICTURE,NO PICTURE,no
n1_03208,連ねる,つらねる,to link;to join;to put together,串联；连接,NO PICTURE,NO PICTURE,no
n1_03223,逸らす,そらす,to turn away;to avert,转移；避开,NO PICTURE,NO PICTURE,no
n1_03224,遂げる,とげる,to accomplish;to achieve;to carry out,完成；实现,NO PICTURE,NO PICTURE,no
n1_03246,遠ざかる,とおざかる,to go far off,远离,NO PICTURE,NO PICTURE,no
n1_03250,遣り通す,やりとおす,to carry through;to achieve;to complete,完成；实现,NO PICTURE,NO PICTURE,no
n1_03251,遣る,やる,to do;to have sexual intercourse;to kill;to give (to inferiors animals etc.);to dispatch (a letter,给；做；交配；杀死；派遣,NO PICTURE,NO PICTURE,no
n1_03328,間違う,まちがう,to make a mistake;to be incorrect;to be mistaken,犯错；错误,NO PICTURE,NO PICTURE,no
n1_03354,集まる,あつまる,to gather;to collect;to assemble,聚集,NO PICTURE,NO PICTURE,no
n1_03369,零す,こぼす,to spill,洒落,NO PICTURE,NO PICTURE,no
n1_03370,零れる,こぼれる,to overflow;to spill,溢出,NO PICTURE,NO PICTURE,no
n1_03414,顧みる,かえりみる,to look back;to turn around;to review,回顾,NO PICTURE,NO PICTURE,no
n1_03419,食い違う,くいちがう,to cross each other;to run counter to;to differ;to clash;to go awry,分歧,NO PICTURE,NO PICTURE,no
n1_03420,飲み込む,のみこむ,to gulp down;to swallow deeply;to understand;to take in;to catch on to;to learn;to digest,吞咽,NO PICTURE,NO PICTURE,no
n1_03438,駆ける,かける,to run (race esp. horse);to gallop;to canter,奔跑,NO PICTURE,NO PICTURE,no
n1_03441,騙す,だます,to trick;to cheat;to deceive,欺骗,NO PICTURE,NO PICTURE,no
n1_03463,齎らす,もたらす,to bring;to take;to bring about,带来；造成,NO PICTURE,NO PICTURE,no
