row,id,level,word,reading,matchedTerm,sentenceId,sentenceJa,sentenceEn,sentenceZh,authorJa,authorEn,authorZh,score,status
586,n3_05533,N3,一方,いっぽう,一方,11029781,後で読むといいながらたまる一方です。,"I keep saying I'll read them later, but they just keep piling up.",,small_snow,Winter,,98,matched
587,n3_05686,N3,健康,けんこう,健康,12022935,サラダはフライドポテトより健康的よ。,Salad is healthier than fries.,,small_snow,zogwarg,,98,matched
588,n3_06180,N3,手品,てじな,手品,1689972,彼女は難なくこの手品をやって見せた。,She performed this trick with ease.,,mookeee,\N,,98,matched
589,n3_06626,N3,笑顔,えがお,笑顔,8981368,トムはメアリーの笑顔に騙されたんだ。,Tom was taken in by Mary's smile.,,bunbuku,CK,,98,matched
590,n3_06698,N3,胃,い,胃,190996,胃に腫瘍ができたので切ってもらった。,I got a stomach tumor and had to have it operated on.,我得了胃腫瘤，必須動手術切除。,\N,CM,nickyeow,128,matched
591,n3_06877,N3,身,み,身,12735115,トムの両親はオーストラリアの出身だ。,Tom's parents are from Australia.,,bunbuku,CK,,96,matched
592,n3_06878,N3,身体,しんたい,身体,157128,私は航空の関税で身体検査を受けた。,I was searched by the customs officers at the airport.,我在機場被海關人員搜查。,\N,CK,Martha,129,matched
593,n3_07016,N3,面,めん,面,12700659,全ての面において、非の打ち所がない。,"You're absolutely perfect, in every way.",,small_snow,Hybrid,,96,matched
594,n3_05484,N3,ドレス,ドレス,ドレス,11668347,メアリーが着ていたドレスは白でした。,The dress Mary was wearing was white.,,bunbuku,CK,,100,matched
595,n3_05505,N3,ベルト,ベルト,ベルト,9858994,このベルトのせいで腰回りが苦しいわ。,This belt is squishing my waist.,,small_snow,DJ_Saidez,,100,matched
596,n3_06740,N3,衣服,いふく,衣服,151329,私達は彼らに食べ物と衣服を与えた。,We provided food and clothes for them.,我們將食物和衣服贈與他們。,bunbuku,CK,Raccoonwao,129,matched
597,n3_05725,N3,円,えん,円,11093732,１万円の追加料金を払う羽目になった。,We had to pay an additional ten thousand yen.,,small_snow,CK,,96,matched
598,n3_06335,N3,格好,かっこう,格好,9923481,トムは犬の格好をして私に吠え始めた。,Tom dressed up like a dog and started barking at me.,,\N,DJ_Saidez,,98,matched
599,n3_06564,N3,真っ赤,まっか,真っ赤,236901,彼女は泣いたため目が真っ赤だった。,Her eyes were red from crying.,她的眼睛哭紅了。,mookeee,CK,DaoSeng,131,matched
600,n3_05464,N3,スープ,スープ,スープ,9837997,このスープ、しょっぱくて飲めないよ。,This soup is too salty to eat.,這碗湯大鹹了，喝不下。,bunbuku,CK,nickyeow,132,matched
601,n3_05498,N3,ビール,ばくしゅ / ビール,ビール,13029020,今夜は、ビールの代わりにお茶にした。,I had tea instead of beer tonight.,,small_snow,Ergulis,,100,matched
602,n3_05517,N3,ミルク,ミルク,ミルク,107353,彼は紅茶に砂糖とミルクを少し加えた。,He added a little sugar and milk to his tea.,他在他的茶里加了点糖和奶。,bunbuku,CK,fucongcong,132,matched
603,n3_05527,N3,ワイン,ワイン,ワイン,202397,テーブルの上にワインが１本あります。,There is a bottle of wine on the table.,桌子上有一瓶葡萄酒。,\N,CK,zvzuibqx,132,matched
604,n3_06393,N3,水準,すいじゅん,水準,142713,この学校は生徒達に高度な道徳水準を課する。,This school sets high moral standards for pupils.,这个学校对学生的道德标准要求很高。,Scott,Scott,crescat,127,matched
605,n3_06516,N3,生物,せいぶつ,生物,186656,火星には生物がいないといわれている。,It is said that there is no life on Mars.,據說火星上是沒有生物的。,\N,AlanF_US,nickyeow,130,matched
606,n3_06520,N3,田,た,田,391438,田中さんは試験に合格したらしいです。,It seems that Mr Tanaka has passed the exam.,田中先生好像通过了考试。,zhouj1955,nanbanjin,fucongcong,128,matched
607,n3_06728,N3,茶,ちゃ,茶,13029020,今夜は、ビールの代わりにお茶にした。,I had tea instead of beer tonight.,,small_snow,Ergulis,,96,matched
608,n3_07040,N3,食事,しょくじ,食事,10553259,トムとメアリーを食事に誘いたいんだ。,I want to invite Tom and Mary over for dinner.,,small_snow,AlanF_US,,98,matched
609,n3_07043,N3,食料,しょくりょう,食料,97050,彼らは私たちに食料を供給してくれた。,They supplied us with food.,他們為我們提供了食物。,\N,CK,nickyeow,130,matched
610,n3_07045,N3,食物,しょくもつ,食物,208187,その団体は難民たちに食物を供給した。,The organization furnished the refugees with food.,那个团体为难民们提供食品供给。,\N,CM,fenfang557,130,matched
611,n3_05462,N3,スター,スター / スタア,スター,10901463,エビ・カニ・ロブスターは甲殻類です。,"Shrimps, crabs, and lobsters are crustaceans.",,small_snow,sundown,,100,matched
612,n3_05949,N3,天候,てんこう,天候,9120065,多くの事故は悪天候によるものだった。,Many accidents were caused by the bad weather.,,small_snow,CK,,98,matched
613,n3_05951,N3,太陽,たいよう,太陽,9583392,太陽はその光で全ての物を照らします。,The sun illuminates everything with its light.,,small_snow,DJ_Saidez,,98,matched
614,n3_06267,N3,日,にち,日,13546157,今日の4時間目に、プールがあるんだ。,I have swimming class during fourth period today.,今天的第四堂課有游泳池。,small_snow,chaarii_jpn,LeviHighway,128,matched
615,n3_06306,N3,月,つき,月,13940396,月曜日にパリにいなきゃいけないんだ。,I need to be in Paris on Monday.,,small_snow,ddnktr,,96,matched
616,n3_06329,N3,松,まつ,松,142378,昔私の家の前には大きな松の木があった。,There used to be a big pine tree in front of my house.,以前我家前面有棵大松树。,bunbuku,CK,miaojiandao,127,matched
617,n3_06404,N3,沖,おき,沖,232263,あなたは沖縄へ行った事がありますか。,Have you ever been to Okinawa?,,\N,J_S,,96,matched
618,n3_06427,N3,消防,しょうぼう,消防,146404,消防士たちはすばやく火事を消した。,The firemen quickly extinguished the blaze.,消防隊很快就把大火撲熄。,\N,CM,nickyeow,129,matched
619,n3_05442,N3,グラス,グラス,グラス,124509,度の強いサングラスが欲しいのですが。,I need a good pair of sunglasses.,我需要一副好的太陽眼鏡。,\N,CK,Martha,132,matched
620,n3_05448,N3,コンピューター,コンピュータ / コンピューター,コンピューター,223726,このコンピューターは電池で作動する。,This computer runs on batteries.,這台電腦是用電池供電的。,mookeee,CK,nickyeow,140,matched
621,n3_05490,N3,バッグ,バッグ / バック,バッグ,232420,あなたはバッグに何を持っていますか。,What do you have in your bag?,你的袋子裡有什麼？,\N,CK,Martha,132,matched
622,n3_06087,N3,弁当,べんとう,弁当,11015437,この部屋でお弁当を食べてもいいです。,Can I eat my lunch in this room?,,small_snow,CuteGirlLeia,,98,matched
623,n3_06244,N3,教科書,きょうかしょ,教科書,222352,この教科書はボクにとっては難しいよ。,This textbook is too hard for me.,這本教科書對我來說太深了。,small_snow,CK,nickyeow,132,matched
624,n3_06254,N3,文字,もじ,文字,229923,アルファベットを大文字で書きなさい。,Write the alphabet in capitals.,写下字母的大写字母。,bunbuku,CM,iiujik,130,matched
625,n3_06342,N3,椅子,いす,椅子,215753,じゃまなのでその椅子をのけて下さい。,Please remove that chair because it is in the way.,請把椅子拿走，它擋著道兒了。,\N,\N,DaoSeng,130,matched
626,n3_06358,N3,機械,きかい,機械,228797,いつまたこの機械は動きはじめますか。,When will this machine be put in motion again?,,\N,\N,,98,matched
627,n3_06633,N3,答案,とうあん,答案,233067,あなたの答案には間違いが多すぎます。,Your paper contains too many mistakes.,,\N,CK,,98,matched
628,n3_06741,N3,表,ひょう,表,13713992,3社合同で新作の発表会を開きました。,Three companies had a joint presentation for their new products.,,GreySquirrel,GreySquirrel,,96,matched
629,n3_06746,N3,袋,ふくろ,袋,1319150,ポテチ一袋全部食べるんじゃなかった。,I shouldn't have eaten the whole bag of potato chips.,我不该把一整包薯片都吃完的。,bunbuku,CK,crescat,128,matched
630,n3_06968,N3,金額,きんがく,金額,234057,あなたが使った金額は全部でいくらですか。,What is the total amount of money you spent?,你一共花了多少钱？,bunbuku,CK,sadhen,128,matched
631,n3_06977,N3,鍵,かぎ,鍵,1698779,このドアは内側から鍵が掛かっている。,This door is locked from the inside.,這門從裡面被反鎖了。,mookeee,emmettricks,Martha,128,matched
632,n3_05306,N3,おじいさん,おじいさん,おじいさん,1116429,おじいさんが木陰で休憩していました。,An old man was resting in the shade of the tree.,一個老人在樹蔭下休息。,bunbuku,CK,Martha,136,matched
633,n3_05509,N3,ボーイ,ボーイ,ボーイ,108999,彼は海辺のレストランのボーイである。,He is a waiter in a seaside restaurant.,他是一家海滨餐厅的服务员。,\N,CM,verdastelo9604,132,matched
634,n3_05606,N3,人込み,ひとごみ,人込み,103557,彼は人込みの中を押し分けてすすんだ。,He elbowed his way through the crowd.,,\N,CK,,100,matched
635,n3_05616,N3,他人,たにん,他人,1700198,他人に馬鹿にされるのは好きじゃない。,I don't like being made a fool of.,我不喜欢被人愚弄。,mookeee,CK,fercheung,130,matched
636,n3_05793,N3,医師,いし,医師,225619,クライン医師から紹介を受けました。,Dr. Klein recommended you to me.,我是克莱因医生介绍的。,\N,CN,ydcok,129,matched
637,n3_05816,N3,友,とも,友,13624409,友達にハルキウから電話をかけてます。,I'm calling my friend from Kharkiv.,,small_snow,Teashrock,,96,matched
638,n3_05817,N3,友人,ゆうじん,友人,400102,グレンには二人の女性の友人がいます。,Glenn has two friends who are women.,格倫有兩個女朋友。,mookeee,CN,DaoSeng,130,matched
639,n3_05941,N3,大家,おおや,大家,163934,私の家族はそれほど大家族ではない。,My family isn't such a big family.,我的家并不是那样的一个大家庭。,mookeee,CK,jan_OkulaJu,129,matched
640,n3_05963,N3,女子,じょし,女子,2239672,一般に女子よりも男子の方が足が速い。,"Generally speaking, boys can run faster than girls.",一般来说，男生跑得比女生快。,tommy_san,CK,fercheung,130,matched
641,n3_05973,N3,婦人,ふじん,婦人,223722,このご婦人にタクシーを呼んで下さい。,Please call a taxi for this lady.,请为这位女士叫辆出租车。,\N,Skaty,kooler,130,matched
642,n3_06242,N3,教師,きょうし,教師,13308032,トムはかつてフランス語の教師だった。,Tom used to be a French teacher.,,bunbuku,CK,,98,matched
643,n3_06321,N3,本人,ほんにん,本人,10786606,日本人は、家に上る前に靴を脱ぎます。,The Japanese take their shoes off before entering their homes.,,small_snow,Hybrid,,98,matched
644,n3_06382,N3,母親,ははおや,母親,1039548,クッキーの母親は癌で亡くなりました。,Cookie's mother died of cancer.,Cookie的母親死於癌症。,bunbuku,CN,Martha,130,matched
645,n3_06471,N3,父親,ちちおや,父親,12693634,彼は父親の腕時計を紛失してしまった。,He has lost his father's watch.,,bunbuku,Zifre,,98,matched
646,n3_06523,N3,男の人,おとこのひと,男の人,208131,その男の人は１杯のみたかったのです。,The man wanted to have a drink.,那个男人想喝点东西。,\N,CK,jan_OkulaJu,132,matched
647,n3_06684,N3,美人,びじん,美人,88387,彼女は成長すれば美人になるでしょう。,She will be a beauty when she grows up.,她長大後一定會是個美人。,\N,CK,LeviHighway,130,matched
648,n3_06692,N3,者,もの,者,13492366,科学者たちは真理を求めて歩み続ける。,Scientists' pursuit of truth marches on.,,Gardenia,Letterperfect,,96,matched
649,n3_06772,N3,親友,しんゆう,親友,873966,私は交通事故で親友を亡くしたばかりだ。,I just lost my best friend in a traffic accident.,我的亲友刚刚在交通事故中过世。,thyc244,CM,hzy980512,129,matched
650,n3_06899,N3,迷子,まいご,迷子,10558786,前、木の中で迷子になったことがあるんだ。,"Once, I got lost inside a tree.",有一次，我在树里迷路了。,small_snow,DJ_Saidez,GlossaMatik,128,matched
651,n3_06964,N3,金持ち,かねもち,金持ち,227198,お金持ちは貧乏人を見下しがちである。,The rich are apt to look down upon the poor.,富人往往瞧不起穷人。,\N,AlanF_US,sadhen,132,matched
652,n3_05432,N3,オフィス,オフィス / オフイス,オフィス,215228,ジョンは彼のオフィスへ徒歩で行きます。,John goes to his office on foot.,John走路去上班。,\N,CN,fucongcong,133,matched
653,n3_05530,N3,一家,いっか,一家,231719,あなたは長島さん一家と親戚ですか。,Are you related to the Nagashima family?,你跟長島一家有親屬關係嗎?,bunbuku,blay_paul,Martha,129,matched
654,n3_05573,N3,中学,ちゅうがく,中学,155101,私は中学のときはサッカー部員だった。,I was a member of the soccer club when I was in junior high.,,\N,CK,,98,matched
655,n3_05640,N3,位置,いち,位置,12473180,カナダは北アメリカに位置する国です。,Canada is a country located in North America.,,NoahAB,NoahAB,,98,matched
656,n3_05708,N3,入学,にゅうがく,入学,114002,彼はきっと入学試験に合格するだろう。,He is bound to pass the entrance examination.,,\N,CM,,98,matched
657,n3_05911,N3,場,ば,場,11284120,この工場では、玩具を生産しています。,This factory produces toys.,這個工廠製造玩具。,small_snow,AlanF_US,YueBei,128,matched
658,n3_05924,N3,外,ほか,外,12722140,警備員はトムをビルの外に放り出した。,The security guards escorted Tom out of the building.,警衛把湯姆轟出了大樓。,bunbuku,CK,LeviHighway,128,matched
659,n3_06037,N3,居間,いま,居間,163263,私の新しい家の居間はとても広い。,The living room in my new house is very large.,我新家的客厅很宽敞。,\N,CK,fucongcong,128,matched
660,n3_06042,N3,岸,きし,岸,229294,いかだは岸からずっと遠くへ漂流した。,The raft has drifted far off from the shore.,,\N,CM,,96,matched
661,n3_06047,N3,工場,こうば,工場,11284120,この工場では、玩具を生産しています。,This factory produces toys.,這個工廠製造玩具。,small_snow,AlanF_US,YueBei,130,matched
662,n3_06227,N3,支店,してん,支店,145396,新しい支店が来月シカゴに開店する。,A new branch will be opened in Chicago next month.,新的分店下箇月在芝加哥開始營業。,\N,CK,verdastelo9604,129,matched
663,n3_06912,N3,通学,つうがく,通学,232496,あなたはどうやって通学するのですか。,How do you go to school?,你是怎麼去上學的？,\N,CK,Martha,130,matched
664,n3_06933,N3,道路,どうろ,道路,10313895,道路を渡るときは車に気をつけるのよ。,Look out for cars when you cross the road.,當你過馬路的時候要當心汽車。,small_snow,CK,Martha,130,matched
665,n3_05434,N3,カー,カー,カー,12934038,通りで子供たちがサッカーをしている。,Children are playing football in the street.,,small_snow,sundown,,98,matched
666,n3_05685,N3,停留所,ていりゅうじょ,停留所,156343,私は次の停留所で降りるつもりです。,I'm getting off at the next stop.,我將在下一站下車。,\N,CK,Martha,131,matched
667,n3_05750,N3,列車,れっしゃ,列車,218986,これがニューヨーク行きの列車ですか。,Is this the train for New York?,這班是去紐約的火車嗎?,KK_kaku_,CN,Martha,130,matched
668,n3_06543,N3,発車,はっしゃ,発車,77493,列車は今日の午後１時半に発車します。,The train leaves at one-thirty this afternoon.,火車在今天下午一點半出發。,mookeee,CK,nickyeow,130,matched
669,n3_06718,N3,船,ふね,船,208443,その船はまさに出帆しようとしている。,The ship is about to set sail.,船快要開了。,\N,sundown,nickyeow,128,matched
670,n3_05385,N3,どう,（接。副）,どう,12080167,どうしてトムは車を買う必要があるの？,Why does Tom need to buy a car?,為什麼湯姆需要買車？,bunbuku,CK,LeviHighway,130,matched
671,n3_05284,N3,あんなに,あんなに,あんなに,12065690,数学って、どうしてあんなに難しいの？,Why is math so hard?,,small_snow,Hybrid,,102,matched
672,n3_05301,N3,うなる,うなる,うなる,8587017,何も起きなかったらどうなるんだろう？,What if nothing happens?,,small_snow,CM,,100,matched
673,n3_05314,N3,お目に掛かる,おめにかかる,,,,,,,,,,no_match
674,n3_05339,N3,しまう,（終わる）,しまう,677837,この歌を聴くたびに私は泣いてしまう。,"Every time I listen to this song, I cry.",我每次听这首歌都会听到哭。,qahwa,MondCivitano,oliveroil,132,matched
675,n3_05341,N3,しゃべる,しゃべる,しゃべる,173937,口に食物をいっぱい入れてしゃべるな。,Don't speak with your mouth full.,別邊吃東西邊說話！,\N,CK,nickyeow,134,matched
676,n3_05376,N3,できる,（可能。出現。発生）,できる,12459522,お前はまだ運転できる年齢じゃないぞ。,You're not yet old enough to drive.,,bunbuku,CK,,100,matched
677,n3_05471,N3,ダンス,ダンス,ダンス,686307,ダンスに関する本が机の上にあります。,There is a book about dancing on the desk.,桌子上有一本关于舞蹈的书。,arihato,Zifre,sadhen,132,matched
678,n3_05482,N3,ドライブ,ドライブ,ドライブ,185020,海辺をドライブすることは素晴らしい。,Driving along the coast is wonderful.,,\N,kremel,,102,matched
679,n3_05549,N3,下さる,くださる,下さる,179916,近いうちにご連絡下さるのをお待ちしています。,I am looking forward to hearing from you soon.,我期待很快就能收到你的信。,\N,CK,fucongcong,128,matched
680,n3_05550,N3,下す,おろす,下す,107238,彼は黒人を見下すのが癖になっている。,He has a habit of looking down on coloured people.,他有瞧不起有色人種的習慣。,\N,\N,Martha,130,matched
681,n3_05563,N3,与える,あたえる,与える,191373,悪魔にも当然与えるべきものは与えよ。,Give the devil his due.,,\N,CM,,100,matched
682,n3_05583,N3,乗せる,のせる,乗せる,116160,彼の母親が彼を車に乗せるために来た。,His mother came to pick him up.,他的母親來接他了。,\N,CK,Martha,132,matched
683,n3_05618,N3,付ける,つける,付ける,8846779,フランス語を身に付けるのは簡単ですか？,Is French easy to learn?,法语好学吗？,bunbuku,CK,GlossaMatik,131,matched
684,n3_05626,N3,任せる,まかせる,任せる,10252120,チケット買うのは、そっちに任せるよ。,I'll leave it to you to buy the tickets.,買票就麻煩你了。,bunbuku,CK,treskro3,132,matched
685,n3_05635,N3,伸ばす,のばす,伸ばす,105054,彼は自分の英語力を伸ばすための機会を利用した。,He made use of the opportunity to improve his English.,他利用这个机会提高英语水平。,\N,CK,ydcok,127,matched
686,n3_05636,N3,伸びる,のびる,伸びる,3484384,身長ってどうやったら伸びるんだろう。,I wonder how I can get myself taller.,,tommy_san,DJ_Saidez,,100,matched
687,n3_05637,N3,伺う,うかがう,伺う,234459,あすスミスさんのお宅に伺うことになっている。,I am to call on Mr Smith tomorrow.,,\N,\N,,94,matched
688,n3_05638,N3,似合う,にあう,似合う,230668,あの赤いドレスは彼女によく似合う。,That red dress looks good on her.,她穿那件紅色的衣服很好看。,\N,CK,Martha,131,matched
689,n3_05656,N3,作業,さぎょう,作業,422352,近年作業療法の需要は急速に高まった。,Demand for occupational therapy has surged in recent years.,这几年对作业疗法的需求在迅速增长。,blay_paul,blay_paul,crescat,130,matched
690,n3_05670,N3,信じる,しんじる,信じる,11851867,自分を信じることが、成功の秘訣です。,Belief in yourself is the key to success.,,small_snow,ddnktr,,100,matched
691,n3_05679,N3,倒す,たおす,倒す,81457,本末を転倒するな。,Don't put the cart before the horse.,不要把馬車放在馬的前面。,\N,CK,Martha,121,matched
692,n3_05691,N3,備える,そなえる,備える,170771,最悪の事態に備えることが必要です。,It is necessary to prepare for the worst.,必須為最壞的情況作好準備。,\N,AlanF_US,nickyeow,131,matched
693,n3_05696,N3,優れる,すぐれる,,,,,,,,,,no_match
694,n3_05730,N3,凍る,こおる,凍る,143772,水は液体である。凍ると固体になる。,Water is liquid. It becomes solid when it freezes.,水是液体。冻起来就成了固体。,\N,IndoBharat,fucongcong,129,matched
695,n3_05733,N3,出会う,であう,出会う,158917,私はほとんど毎日その犬に出会う。,I see that dog almost every day.,我几乎每天都见到那条狗。,bunbuku,CK,fucongcong,130,matched
696,n3_05742,N3,分ける,わける,分ける,1008336,赤道は地球を２つの半球に分ける。,The equator divides the earth into two hemispheres.,赤道把地球分为两个半球。,mookeee,CK,fucongcong,130,matched
697,n3_05746,N3,切れる,きれる,切れる,11013890,すぐにバッテリー切れるようになった。,The battery ran out quite quickly.,,KK_kaku_,nana2capriccio,,100,matched
698,n3_05747,N3,刈る,かる,刈る,149917,自分のまいた種は自分で刈ることになる。,"As you sow, so shall you reap.",种瓜得瓜，种豆得豆。,\N,blay_paul,fucongcong,129,matched
699,n3_05763,N3,割る,わる,割る,197682,ピータは花瓶を割るつもりはなかった。,Peter didn't intend to break the vase.,彼得不是有意打破花瓶。,\N,CN,Martha,130,matched
700,n3_05766,N3,加える,くわえる,加える,83070,母はサラダに塩を加えるのを忘れた。,My mother forgot to add salt to the salad.,我妈妈忘了往沙拉里加盐了。,\N,CK,tmzg,131,matched
701,n3_05767,N3,加わる,くわわる,加わる,120255,彼が私達に加わるのは当然だと思った。,We took it for granted that he would join us.,,\N,CK,,100,matched
702,n3_05769,N3,劣る,おとる,劣る,220404,この点で私は彼に劣る。,I fall behind him in this respect.,在这方面，我不如他。,\N,\N,peipei,123,matched
703,n3_05770,N3,助ける,たすける,助ける,138474,他人を助けることは自分を助けること。,To help others is to help yourself.,助人者自助。,\N,contour,sadhen,132,matched
704,n3_05774,N3,効く,きく,効く,219300,この薬はあなたの病気に効くでしょう。,This medicine will do you good.,这药对你有好处。,\N,CM,fucongcong,130,matched
705,n3_05777,N3,勉強,べんきょう,勉強,12049833,中国語を勉強して、中国に行きたいな。,I want to study Chinese and go to China.,我想学汉语和去中国。,small_snow,sharris123,verdakoro,130,matched
706,n3_05778,N3,動かす,うごかす,動かす,220875,この石を動かすのを手伝ってください。,Help me move this stone.,,small_snow,CK,,100,matched
707,n3_05786,N3,勧める,すすめる,すすめる,162328,私は、それを強くすすめる。,I recommend it strongly.,我强力推荐它。,\N,CK,verdastelo9604,115,matched
708,n3_05805,N3,占める,しめる,占める,138580,他の物が漁夫の利を占める。,Someone else profits from the situation.,漁人得利。,\N,\N,nickyeow,127,matched
709,n3_05811,N3,去る,さる,去る,236842,君が去る前には火を確実に消しなさい。,Be sure to put out the fire before you leave.,一定要熄了火，然后再离开。,mookeee,mcq,mcq,130,matched
710,n3_05815,N3,及ぼす,およぼす,及ぼす,227654,オゾン層の破壊は環境に影響を及ぼす。,The destruction of the ozone layer affects the environment.,,\N,CM,,100,matched
711,n3_05821,N3,収める,おさめる,収める,102990,彼が選挙で勝利を収めるのは明らかだ。,It is apparent that he will win the election.,,\N,CM,,100,matched
712,n3_05824,N3,取り上げる,とりあげる,とりあげる,116466,彼の提案は話にとりあげるほどのこともない。,His proposal is not worth talking about.,他的主意不足挂齿。,\N,CK,shanghainese,119,matched
713,n3_05825,N3,取れる,とれる,取れる,232040,あなたは今晩彼の家で彼と連絡が取れる。,You can get in touch with him at his home tonight.,今晚你可以在他家联络到他。,\N,CH,fucongcong,131,matched
714,n3_05826,N3,受け取る,うけとる,受け取る,178155,君の贈り物を受け取ることはできない。,I cannot accept your gift.,我不能接受你的禮物。,\N,CN,Martha,134,matched
715,n3_05828,N3,叩く,たたく,叩く,10548301,またやったら、お尻を引っ叩くわよ。,"If you do that again, I'll spank you.",,small_snow,CK,,97,matched
716,n3_05829,N3,叫ぶ,さけぶ,叫ぶ,140394,窓の外で誰かが叫ぶのが聞こえた。,I heard someone shout outside the window.,我听到窗外有人大叫。,\N,CK,chyiz,128,matched
717,n3_05833,N3,叱る,しかる,叱る,154028,私は彼のお母さんが彼を叱るのを見た。,I saw his mother scold him.,我看见他妈妈骂他。,\N,CK,fucongcong,130,matched
718,n3_05834,N3,合わせる,あわせる,合わせる,208319,その損失を埋め合わせることにします。,We will make up for the loss.,,\N,CC,,102,matched
719,n3_05844,N3,吐く,はく,吐く,8468290,どうして貴方は嘘を吐くの？,Why do you lie?,爲什麽騙人呢？,bunbuku,CK,treskro3,125,matched
720,n3_05846,N3,向く,むく,向く,168003,私がそこに出向く必要がありますか。,Is there any need for me to go there?,,bunbuku,CM,,97,matched
721,n3_05847,N3,向ける,むける,向ける,2664631,トムはカメラを向けるといつも変顔をする。,Tom always makes a funny face when I point the camera at him.,,tommy_san,WestofEden,,98,matched
722,n3_05848,N3,吠える,ほえる,吠える,192752,よく吠える犬はめったにかみつかない。,Barking dogs seldom bite.,會叫的狗不咬人。,bunbuku,CK,Martha,132,matched
723,n3_05851,N3,含む,ふくむ,含む,219574,この本は中に４０枚の写真を含む。,This book contains forty photographs.,这本书里面有四十张照片。,\N,CK,sysko,128,matched
724,n3_05857,N3,命じる,めいじる,命じる,185183,回れ右を命じる。,I order you to turn right.,,\N,CK,,90,matched
725,n3_05879,N3,回す,まわす,回す,82395,僕がネジを回すと水が吹き出してきた。,"When I turned the screw, water burst out.",,mookeee,\N,,98,matched
726,n3_05884,N3,囲む,かこむ,囲む,10640427,今日は、卒業生を囲む会が行われました。,"Today, a party for graduates was held.",,small_snow,CK,,97,matched
727,n3_05908,N3,基づく,もとづく,基づく,107548,彼は古代神話に基づく小説を書いた。,He wrote a novel based on ancient myths.,,tommy__san,CM,,99,matched
728,n3_05918,N3,増す,ます,増す,546119,彼女は日に日に美しさを増す。,She gets prettier day by day.,她一天比一天漂亮。,qahwa,Pun_intended,LeviHighway,126,matched
729,n3_05920,N3,売れる,うれる,売れる,116850,彼の新しいレコードは、よく売れる。,His new record sells well.,他的新唱片銷路很好。,\N,CM,nickyeow,131,matched
730,n3_05925,N3,外す,はずす,外す,789577,あなたはNNCを取り外すことができます。,You can remove the NNC.,你可以刪除「需要母語者確認」的標簽。,arihato,FeuDRenais2,Martha,128,matched
731,n3_05954,N3,失う,うしなう,失う,102932,彼は全財産を失うような危険を犯した。,He risked losing all his fortune.,他冒着失去所有财产的危险。,\N,CM,fenfang557,130,matched
732,n3_05961,N3,奪う,うばう,奪う,136718,誰もあなたの人権を奪うことはできない。,No one can deprive of your human rights.,沒有人能剝奪你的人權。,\N,CK,penelope0707,129,matched
733,n3_05966,N3,好む,このむ,好む,226268,かなり多くのアメリカ人が寿司を好む。,Quite a few Americans like sushi.,不少的美國人喜歡壽司。,bunbuku,CK,Martha,130,matched
734,n3_05975,N3,嫌う,きらう,嫌う,203953,たいていの作家は批評されるのを嫌う。,Most writers hate being criticized.,大多數的作家都討厭被批評。,\N,CK,nickyeow,130,matched
735,n3_05979,N3,学ぶ,まなぶ,学ぶ,11990849,なぜ、これを学ぶ必要があるのですか？,Why do we need to learn this?,,bunbuku,Hybrid,,98,matched
736,n3_05982,N3,学習,がくしゅう,学習,1392666,外国語を学習するのはつまらないよ。,Learning foreign languages is boring.,學外文很無聊。,marcelostockle,CM,egg0073,129,matched
737,n3_05987,N3,守る,まもる,守る,141022,選手はすべてルールを守る義務がある。,Every player is under obligation to keep the rules.,每一位選手都有義務遵守規則。,\N,\N,nickyeow,130,matched
738,n3_06017,N3,対する,たいする,対する,373202,ソレが年上や目上の者に対する態度か！,Is that any way to speak to your elders and betters?,你竟敢這樣對長輩說話？！,blay_paul,blay_paul,nickyeow,132,matched
739,n3_06031,N3,就く,つく,就く,229360,いい仕事に就くのは難しくなりつつあるようだ。,It seems to be becoming hard to get a good job.,好工作似乎愈來愈難找了。,\N,al_ex_an_der,nickyeow,126,matched
740,n3_06038,N3,届く,とどく,届く,213913,そういう本ならば彼の手に届くだろう。,Such a book would be within his reach.,,\N,\N,,98,matched
741,n3_06040,N3,履く,はく,履く,209112,その少年は運動靴を履くと、外へ走って出て行った。,The boy put on his athletic shoes and ran outside.,那个男孩穿上了他的运动鞋，跑向外面。,\N,\N,sadhen,124,matched
742,n3_06078,N3,広がる,ひろがる,広がる,186742,火はあなたの足より速く広がることがある。,A fire can spread faster than you can run.,,\N,CK,,98,matched
743,n3_06089,N3,引っ張る,ひっぱる,引っ張る,138494,他人の足を引っ張るようなことはするな。,Don't get in people's way.,,bunbuku,CK,,101,matched
744,n3_06092,N3,張る,はる,張る,97780,彼らはテントを張る場所を探していた。,They were looking for a place at which they could pitch the tent.,他们在找一个可以搭帐篷的地方。,\N,\N,cynthia,130,matched
745,n3_06097,N3,当たる,あたる,当たる,157780,私は顔に冷たい風が当たるのを感じた。,I felt a cold wind on my face.,,bunbuku,CK,,100,matched
746,n3_06098,N3,当てる,あてる,当てる,191094,委員会はもっと具体的な問題に焦点を当てるべきだ。,A committee should apply the focus to the more concrete problem.,委員會應該把注意力集中在更具體的問題上。,\N,AMIKEMA,nickyeow,126,matched
747,n3_06108,N3,従う,したがう,従う,144449,人は二人の主人に従うことはできない。,No man can serve two masters.,没有人可以共侍二主。,\N,CK,fucongcong,130,matched
748,n3_06114,N3,微笑む,ほほえむ,微笑む,1023516,運命は大胆な者に微笑む。,Fortune favors the bold.,,mookeee,WestofEden,,94,matched
